# of vertices,# of edges,ms for layout,norm(meanPos(vs)),norm(meanVel(vs)),maxPos(vertexSample),minPos(vertexSample),f0,epsR,K,d
100,100,7,25.043228000966565,3.082527849681168,395.4111742287754,18.962422196822768,1,0.001,1,0.85
100,100,7,29.89509270780871,2.900918245363627,408.60423606818006,20.04259569976962,1,0.001,1,0.85
100,100,8,31.391743428649477,1.418019522339513,1202.036852061525,23.0765949186836,1,0.001,1,0.85
100,100,7,23.431430041591618,2.518928327030684,1211.8999009627655,23.386454699228928,1,0.001,1,0.85
100,100,7,34.05877244979255,4.325680498591939,1221.7629593299773,19.545765221688676,1,0.001,1,0.85
100,100,12,16.377696664130802,2.0137889471366015,1231.6260270115336,20.092614051348125,1,0.001,1,0.85
100,100,7,7.392038010962314,0.8391992171988116,562.5366839482915,20.464848145270086,1,0.001,1,0.85
100,100,7,15.259954736036525,1.877008952667609,1251.367344700042,20.57656445089238,1,0.001,1,0.85
100,100,7,24.28080247197701,2.3700487255955283,1261.2597559878714,22.354533160492196,1,0.001,1,0.85
100,100,9,15.33604895318627,2.1597270520797722,422.3939876710681,20.1721815687077,1,0.001,1,0.85
100,100,7,23.62870898502806,2.501192310357232,1281.044604679406,20.62011610853566,1,0.001,1,0.85
100,100,7,9.889673947202487,0.607068782274434,1290.9370418122826,18.638514407560002,1,0.001,1,0.85
100,100,7,12.954690435500044,3.0702343427676784,589.2937417272559,23.55058632504049,1,0.001,1,0.85
100,100,7,17.411606419463382,1.824175471368465,1310.721941000949,15.573063576401724,1,0.001,1,0.85
100,100,8,26.39194395581667,2.601143560596533,436.6304226285183,23.354240911297715,1,0.001,1,0.85
100,100,8,20.578083848867994,2.3961670095501946,1330.5068725913525,21.400650263541824,1,0.001,1,0.85
100,100,9,25.176695845367966,4.3247597357471745,601.0394092943438,21.30708196697517,1,0.001,1,0.85
100,100,7,31.52827806955796,2.1875575270389187,441.09121417035215,22.13626460517888,1,0.001,1,0.85
100,100,8,19.324660832322273,2.98198828790233,610.0318485545099,21.580950187491943,1,0.001,1,0.85
100,100,7,26.50771698130195,1.9032728597463167,469.9137207660116,25.295263631457313,1,0.001,1,0.85
100,100,8,27.667046336913067,3.799191485514408,1379.969337148402,18.673384333734933,1,0.001,1,0.85
100,100,10,36.47608770313212,1.5615128099004076,623.5208233512772,18.51434275164827,1,0.001,1,0.85
100,100,7,9.636123876228654,2.5083861630092192,633.8923178771395,21.33270924315554,1,0.001,1,0.85
100,100,8,17.73579219464875,1.0563314756312479,638.3523953844765,25.928527149781587,1,0.001,1,0.85
100,100,8,37.692784649039936,2.170014602978514,637.010162970868,22.252431996489555,1,0.001,1,0.85
100,100,9,30.20930231039623,1.4479364024762305,641.5066879359687,23.858235352903655,1,0.001,1,0.85
100,100,7,27.467955741723202,3.7368361555706464,1439.3245348116975,18.33033379825397,1,0.001,1,0.85
100,100,7,17.985214607266418,1.7109676449516784,656.1930775315833,19.9670139290412,1,0.001,1,0.85
100,100,13,36.10165339737444,1.381627843265354,1459.1096554728138,22.832089378356383,1,0.001,1,0.85
100,100,8,27.038399624657153,0.6023567303841213,1469.0022256555444,22.922603507405945,1,0.001,1,0.85
100,100,11,25.545688511790875,1.291589963454425,1478.894802287282,22.745824578211185,1,0.001,1,0.85
100,100,7,21.709762119998487,2.6250436325990973,1488.787385281803,24.821110299971505,1,0.001,1,0.85
100,100,8,15.782194600356483,1.6634967747535379,678.4947301841659,20.150195898914685,1,0.001,1,0.85
100,100,7,22.536091871654346,2.342586191736783,1508.5725700253006,23.843328097350252,1,0.001,1,0.85
100,100,7,19.075998164515234,1.1533360118046396,1518.465171612944,20.835850262719358,1,0.001,1,0.85
100,100,9,19.060630506028513,0.40073979502342616,1528.357779238773,26.26013602492469,1,0.001,1,0.85
100,100,7,33.360753583353066,1.339543435834273,1538.2503928250944,22.894876455962155,1,0.001,1,0.85
100,100,8,17.597810622428447,1.8300725839429814,1548.1430122963789,25.113374878792285,1,0.001,1,0.85
100,100,7,15.80576584583447,2.839466707719484,517.5898309122766,20.963517185528367,1,0.001,1,0.85
100,100,9,26.679321796438124,1.9274792153682312,1567.9282685963249,24.6329407164774,1,0.001,1,0.85
100,100,8,28.505219931742996,3.1338766005958423,1577.8209052785132,28.061872278319463,1,0.001,1,0.85
100,100,8,21.589474807499634,1.4874011152231614,1587.7135475533864,18.921696629493418,1,0.001,1,0.85
100,100,7,19.341327535562257,3.952738778017651,723.1004882632548,16.62241101603554,1,0.001,1,0.85
100,100,8,30.897060714849125,2.5884272787905345,1607.4988486080554,23.360869977529717,1,0.001,1,0.85
100,100,7,51.51887285374099,2.414234487072882,732.0220046647016,27.26340720378662,1,0.001,1,0.85
100,100,7,21.11987661632176,2.5003484336501147,1627.2841712219197,28.2879085192629,1,0.001,1,0.85
100,100,10,26.23175118654015,1.5875475155659553,740.9436357203709,25.588716753217557,1,0.001,1,0.85
100,100,7,12.103330139983925,1.7196098820114878,745.4044933793404,29.240650869334267,1,0.001,1,0.85
100,100,7,46.19891059687977,3.195704068103891,1656.9621944294313,26.941294387982794,1,0.001,1,0.85
100,100,8,26.668150563605977,1.2383162596789914,754.3262912898049,26.899675818851712,1,0.001,1,0.85
100,100,7,22.107699876423155,2.018291517135837,575.5514163308235,24.713677033184197,1,0.001,1,0.85
100,100,11,28.630849866089022,4.363244058119949,1686.6402632986703,28.351915770158243,1,0.001,1,0.85
100,100,8,39.07845851402498,3.3955354140231155,762.9258141550413,25.967285874410187,1,0.001,1,0.85
100,100,7,30.95767032195616,2.179541497948719,772.1702084724817,22.802322487110047,1,0.001,1,0.85
100,100,7,24.013022878914764,0.5461677911567001,1716.3183762441597,25.16192288908188,1,0.001,1,0.85
100,100,8,39.18859021726614,3.635144833186782,573.9242584214771,26.24086011436634,1,0.001,1,0.85
100,100,9,35.92844206926309,1.9070033327688092,1736.103808613685,27.328441170071734,1,0.001,1,0.85
100,100,16,15.849961535450378,1.0088148562536732,1745.996531757241,20.29768835764066,1,0.001,1,0.85
100,100,7,45.75695663490738,2.4520554271720596,1755.8892594688584,31.011293099937436,1,0.001,1,0.85
100,100,8,13.400823527204857,3.1387164378489856,794.4083699678273,30.279221987380822,1,0.001,1,0.85
100,100,8,44.6436936114707,1.81629793326981,1775.6747283883205,29.041029614985973,1,0.001,1,0.85
100,100,8,47.69892578808771,1.7720691865384128,1785.5674694953332,30.574143869496453,1,0.001,1,0.85
100,100,8,30.948250099863717,2.1021980866504593,1795.4602149689447,32.3695670205871,1,0.001,1,0.85
100,100,7,40.89194990394944,2.2959337900959884,1805.3529647612518,34.38038646661664,1,0.001,1,0.85
100,100,7,25.72506572391858,3.2925026133150608,1815.2457188249414,27.08336074548477,1,0.001,1,0.85
100,100,8,23.371178652824035,2.073245124634431,821.3944004206139,28.683882981470738,1,0.001,1,0.85
100,100,7,36.1476054700632,3.4644505746766736,1835.031239581635,26.841755325218813,1,0.001,1,0.85
100,100,10,40.06873245008103,3.615125429178484,834.6270458590825,32.841832679042284,1,0.001,1,0.85
100,100,7,45.00291092284564,4.987807993399647,1854.8167768763806,31.06946008824596,1,0.001,1,0.85
100,100,8,29.169716721345917,2.432331274032539,839.3855605129465,28.080693271968805,1,0.001,1,0.85
100,100,7,31.76027323526465,0.6939525391298086,1874.602330358507,28.83855968808775,1,0.001,1,0.85
100,100,8,24.19090839354605,1.5095291263400803,848.3812764693732,30.57912576636262,1,0.001,1,0.85
100,100,9,21.08894183232085,0.9767395764052345,852.8791675897494,34.22082463969107,1,0.001,1,0.85
100,100,8,14.419218873527416,1.3148959654413108,857.3770804970782,32.51138258017515,1,0.001,1,0.85
100,100,7,18.25302655880688,1.0286853140270222,861.875014965337,33.84541333493403,1,0.001,1,0.85
100,100,7,38.899868525929634,2.3847340583679455,1924.0662826895186,30.591303538113035,1,0.001,1,0.85
100,100,7,29.59880762241275,2.528723674703407,874.7801961091768,29.47542670571281,1,0.001,1,0.85
100,100,8,59.30549336897491,2.727198529251461,1943.8518902298565,30.8063201615616,1,0.001,1,0.85
100,100,7,39.1947336878309,2.387350396417226,879.8669640507101,34.931084075994825,1,0.001,1,0.85
100,100,7,31.145207747318857,1.3378172080054302,888.1649481345326,31.09606876670761,1,0.001,1,0.85
100,100,7,33.2951194886089,4.333053703410286,1973.5303290893335,35.74833126123846,1,0.001,1,0.85
100,100,7,30.647032241322357,2.4938439419626235,897.0882137370633,32.904099228294726,1,0.001,1,0.85
100,100,7,47.70992719628486,2.5214410926873607,1993.3159729320998,31.073642132249905,1,0.001,1,0.85
100,100,8,34.983905091399286,3.0075394797063746,906.0115555970933,34.09282083520857,1,0.001,1,0.85
100,100,8,27.907931010425344,2.135088004577288,906.8554981836455,30.663442197795966,1,0.001,1,0.85
100,100,12,38.241490586620806,3.8489819871998527,677.0764093536081,32.557751399046374,1,0.001,1,0.85
100,100,8,29.240914243242646,3.2279263223499246,919.3967080976131,33.32411436360652,1,0.001,1,0.85
100,100,8,17.92562276670885,3.5140893738531815,2042.7801432805743,37.081390229061384,1,0.001,1,0.85
100,100,8,27.637836079025018,1.8892674675516494,2052.672987495701,27.47870718771233,1,0.001,1,0.85
100,100,7,40.75341926550481,2.413673619686116,932.7820239297707,37.433232478757304,1,0.001,1,0.85
100,100,8,30.260302338014704,0.3393267386821821,937.2438313570581,37.774119860822914,1,0.001,1,0.85
100,100,7,27.906195087690516,0.849218709896411,941.7056562437256,38.43584157116881,1,0.001,1,0.85
100,100,8,30.737990687048956,1.2801598818071396,2092.24439710591,39.067694908805166,1,0.001,1,0.85
100,100,12,24.012536457020914,2.10586177396468,2102.1372575414084,38.954275797927565,1,0.001,1,0.85
100,100,8,18.727774016350285,1.4498027773150084,702.5754754555501,38.35155994111037,1,0.001,1,0.85
100,100,7,17.3475287692897,1.3806071545100829,2121.9229878412857,38.60828917333646,1,0.001,1,0.85
100,100,8,44.74325879641199,1.2608271992451359,960.8346113038854,38.12706108881081,1,0.001,1,0.85
100,100,7,20.610383890571363,1.0036995257315058,2141.7087305197642,36.253735783990365,1,0.001,1,0.85
100,100,8,37.58213757456624,2.198590446805213,969.8313787353909,38.005338344552584,1,0.001,1,0.85
100,100,7,19.265761364329705,2.2046186191234387,977.4008644945945,35.08939170318981,1,0.001,1,0.85
100,100,8,24.495542614245284,2.0609178322913464,2171.3873672529826,38.910315285945785,1,0.001,1,0.85
100,100,8,23.695272572702212,1.8448555606290078,2181.2802521112235,40.12923204717828,1,0.001,1,0.85
100,100,8,28.696545342506646,2.8126584803189387,987.8251149886871,37.323896065668116,1,0.001,1,0.85
100,100,8,28.78259986789623,2.8250191805470464,2201.0660305873007,36.805526239940235,1,0.001,1,0.85
100,100,10,44.45033521281302,1.5095143231965826,999.7108963600901,39.4267020111194,1,0.001,1,0.85
100,100,7,25.698787012594444,1.710968708638462,1004.1729493147986,36.04657410139179,1,0.001,1,0.85
100,100,8,14.463979494044885,1.9777600032721945,1005.8191117428813,36.9114294512946,1,0.001,1,0.85
100,100,9,68.60204944193144,3.4673366405569976,2240.6376218483865,36.277989138932185,1,0.001,1,0.85
100,100,7,40.97242428008381,2.448174892213875,2250.5305266633513,39.36866168710889,1,0.001,1,0.85
100,100,9,17.529369566334744,2.109610912394503,2260.4234342289014,41.49668305290788,1,0.001,1,0.85
100,100,7,31.050982917745607,2.1604322821446,2270.316344520954,40.706069114479504,1,0.001,1,0.85
100,100,8,50.0424854758587,2.265780652935457,763.2863211135573,40.669817013941135,1,0.001,1,0.85
100,100,8,49.85267221527688,3.540599649539449,1035.4077383238957,39.326106270980596,1,0.001,1,0.85
100,100,7,41.32976655405216,3.1737159007071205,2299.9950915200316,37.54939573640969,1,0.001,1,0.85
100,100,11,30.086437854087023,2.0877705702911213,2309.888012483951,39.92059921092213,1,0.001,1,0.85
100,100,7,83.07994424272749,3.773787292032148,797.1778651691416,36.36280151004581,1,0.001,1,0.85
100,100,7,38.767704613056836,0.6187127356134814,2329.673862223063,35.30588348981274,1,0.001,1,0.85
100,100,7,30.932358228269024,0.36708328084341424,2339.5667909544763,36.94270241285854,1,0.001,1,0.85
100,100,8,29.654853677490113,3.114012683147771,1059.8025755760225,36.600041006082456,1,0.001,1,0.85
100,100,9,35.02951133207632,1.6005297116000552,2359.3526560326795,33.786476569643625,1,0.001,1,0.85
100,100,7,50.922757924621365,2.4454150741082827,2369.2455923368734,35.46345706974872,1,0.001,1,0.85
100,100,7,15.593017424750913,3.1981259066070113,2379.1385311233444,42.228964640821,1,0.001,1,0.85
100,100,7,69.27670693197697,3.10079941446301,1080.0300713293973,39.65384241725939,1,0.001,1,0.85
100,100,7,10.84572549022265,1.8988829169691346,1084.4923787578884,41.54088085461909,1,0.001,1,0.85
100,100,9,24.682059286690727,2.9539772556942614,2408.817362172139,37.93890386532239,1,0.001,1,0.85
100,100,8,49.13227866011344,2.937584483926844,1093.4170326035762,39.32048069314662,1,0.001,1,0.85
100,100,7,79.54999988225862,2.3889477907422894,2428.603261578686,46.87442369285856,1,0.001,1,0.85
100,100,8,55.89047470766204,2.364048379099181,2438.4962148350573,32.517351883886235,1,0.001,1,0.85
100,100,8,52.43462764850929,3.03847804350674,2448.389170434667,48.37895602497877,1,0.001,1,0.85
100,100,8,61.99101252249096,2.5916203162344553,2458.28212835875,38.816384410319365,1,0.001,1,0.85
100,100,14,30.15300365547723,3.7440253428447976,704.4047238157934,46.98662743692243,1,0.001,1,0.85
100,100,7,21.268499916318255,1.1817872279236439,2478.0680511058563,44.004484400338626,1,0.001,1,0.85
100,100,8,51.79590177085012,3.333146019949984,2487.961015892163,46.23133812619821,1,0.001,1,0.85
100,100,8,35.14436537946736,1.3980793624051464,858.5718972294026,45.522283824316794,1,0.001,1,0.85
100,100,7,26.920899681821524,0.7644746259966302,839.561783764158,45.58380801495555,1,0.001,1,0.85
100,100,10,65.57244358636866,3.4180333132478915,1136.282596592233,45.83380924592158,1,0.001,1,0.85
100,100,8,53.637205550935604,3.705671173083358,2527.532897371859,46.141151499945316,1,0.001,1,0.85
100,100,7,36.132231851800654,3.334977927967758,1146.966004151589,47.557800948235936,1,0.001,1,0.85
100,100,7,54.61340849904729,2.0520050018656466,1151.42849639676,44.51380878493751,1,0.001,1,0.85
100,100,7,17.544405271762642,2.4073454596408412,1154.2784319753446,43.98721826789759,1,0.001,1,0.85
100,100,10,35.50794414449004,1.3143194401224674,2567.10481375706,42.816917611450606,1,0.001,1,0.85
100,100,7,67.95545081832587,2.9959408271414976,1164.8160421170135,42.27435667412911,1,0.001,1,0.85
100,100,9,59.996374802140096,3.069630694391173,1169.2785800575905,44.36269432878872,1,0.001,1,0.85
100,100,7,31.264126013273508,3.1134783161982957,1173.7411292039255,39.04877137831807,1,0.001,1,0.85
100,100,7,20.110704827331897,0.8248039106857432,896.0937578995696,37.56085348445076,1,0.001,1,0.85
100,100,9,15.360966313816187,1.8300265130111353,899.5049501821534,38.7740327736123,1,0.001,1,0.85
100,100,7,28.623617029378742,1.72317669045274,1185.771600400835,40.31703627359278,1,0.001,1,0.85
100,100,8,44.57560004454859,3.263628622892816,882.6784746332314,39.66475527244909,1,0.001,1,0.85
100,100,8,46.07371364268512,0.9178734278969811,909.7386367476761,38.87017842066136,1,0.001,1,0.85
