# of vertices,# of edges,ms for layout,norm(meanPos(vs)),norm(meanVel(vs)),maxPos(vertexSample),minPos(vertexSample),f0,epsR,K,d
100,100,7,68.7638703240518,3.1565564936800534,2656.1417477955815,41.51679641575111,1,0.001,1,0.85
100,100,8,12.089264867352302,1.1737333927222278,2666.034750544344,46.34534554683228,1,0.001,1,0.85
100,100,8,56.78733344674892,2.3687018232919823,2675.9277552538515,47.6512782143529,1,0.001,1,0.85
100,100,7,43.560114696840394,0.7839238886871905,2685.8207619095783,47.80832883408189,1,0.001,1,0.85
100,100,8,79.31151282027292,2.2368154823343636,2695.713770497162,49.39419377653735,1,0.001,1,0.85
100,100,8,47.07504712220368,4.550068261195821,2705.6067810024597,47.37357932044738,1,0.001,1,0.85
100,100,7,54.9854807848274,1.0516740590509577,1227.292562973565,44.49254533830772,1,0.001,1,0.85
100,100,10,10.902883685421287,1.039573842385985,1231.7552503870234,43.39763533912426,1,0.001,1,0.85
100,100,9,84.0360498561863,2.9436272285149223,2735.285823885626,37.051496812090555,1,0.001,1,0.85
100,100,9,46.41198541927318,3.9334148946359377,2745.1788419235427,37.406179140530824,1,0.001,1,0.85
100,100,10,25.3098517905974,1.5911568581947604,947.2635106843979,45.920673630800046,1,0.001,1,0.85
100,100,8,19.798694581000294,5.261148571521462,2764.9648835338166,43.83159196827373,1,0.001,1,0.85
100,100,11,21.347330020388085,0.793179387261383,1254.0688374569684,46.226334309884635,1,0.001,1,0.85
100,100,10,46.59230214282113,0.36562348737819433,2784.750932435677,45.50159333632401,1,0.001,1,0.85
100,100,8,64.13833634393436,4.010980432122192,2794.643959588643,45.05637046426602,1,0.001,1,0.85
100,100,7,49.09877005598448,0.7657661818172747,1267.4571071435942,41.675067565714,1,0.001,1,0.85
100,100,10,42.13824540298487,0.952507776787457,2814.4300192351757,39.9749058819833,1,0.001,1,0.85
100,100,8,20.465118859421004,1.5657167400410996,1276.3826680546601,37.51459705478116,1,0.001,1,0.85
100,100,7,58.826581223987056,1.790359539575866,2834.216085919652,36.672055549095205,1,0.001,1,0.85
100,100,10,29.147097073645746,1.2545893506805577,952.334399870525,50.08741327443262,1,0.001,1,0.85
100,100,7,58.35613839326844,2.5739310785678056,2854.002159544252,51.186480187844495,1,0.001,1,0.85
100,100,8,75.17272059934687,2.3780892875840087,2863.8951989290445,45.83685304323334,1,0.001,1,0.85
100,100,8,57.038073489955316,3.518015514650704,2873.788240013054,53.59874542347622,1,0.001,1,0.85
100,100,25,51.66315189779476,4.470912662604663,1303.1595743470061,52.39615558114453,1,0.001,1,0.85
100,100,7,59.71470139816476,4.09912506396244,995.0253223573928,54.36572692760133,1,0.001,1,0.85
100,100,8,29.46915124647001,2.7910303532623257,2903.467373344326,47.167524305669744,1,0.001,1,0.85
100,100,7,45.543858295349665,1.435667665730875,1316.2489090728127,52.692302896301406,1,0.001,1,0.85
100,100,9,28.094326334608425,1.762745635716015,1321.0110264210975,51.18766988333684,1,0.001,1,0.85
100,100,10,11.869876037204254,1.685552184605007,1325.4739115281193,52.17318168921628,1,0.001,1,0.85
100,100,8,53.22976902190712,2.4688424200387797,1329.936805351339,54.947987180068445,1,0.001,1,0.85
100,100,6,58.542910393994084,2.658232092244615,1015.49558810874,55.136984994001196,1,0.001,1,0.85
100,100,7,58.74557548039997,3.7197603775223644,2962.8256843467816,48.47959842244554,1,0.001,1,0.85
100,100,9,28.58915529190771,1.276368333104489,1343.3255385357422,55.151001416870955,1,0.001,1,0.85
100,100,18,16.358389895518982,1.5807279017433724,2982.6118008305893,54.47168109591839,1,0.001,1,0.85
100,100,9,65.43756636294185,2.7499063852121477,1352.251403182383,54.9465063975424,1,0.001,1,0.85
100,100,8,22.18073114387414,1.4346471494329986,3002.3979235812676,53.425024829068384,1,0.001,1,0.85
100,100,7,59.44748364042508,1.402662390343653,3012.2909872809078,57.908849267756175,1,0.001,1,0.85
100,100,9,37.44408458266301,1.576094012586259,3022.1840525165353,56.96316085310149,1,0.001,1,0.85
100,100,8,53.840119225402866,3.9542334052424906,1370.2418792829221,58.29024541953516,1,0.001,1,0.85
100,100,7,31.6633407628541,1.1682044652257335,3041.9701875557002,59.61865664808427,1,0.001,1,0.85
100,100,7,73.0374508171769,1.558250415876708,3051.8632573394543,58.92215551899195,1,0.001,1,0.85
100,100,8,90.01152555925216,1.2599762262084195,3061.7563286196305,56.3760552736821,1,0.001,1,0.85
100,100,11,61.67215994797703,3.348165389118088,1388.2398127386853,55.61742120437921,1,0.001,1,0.85
100,100,13,20.323824664461892,2.474421952597347,1392.4182023555038,57.157566255678766,1,0.001,1,0.85
100,100,10,78.15819883135089,1.4230577923322323,3091.4355513426262,54.60100847783289,1,0.001,1,0.85
100,100,9,79.19715938245383,3.493428648787117,1066.673477912391,52.857213960672084,1,0.001,1,0.85
100,100,7,37.85392691405848,2.4566035079823303,1406.2378786346876,50.6098549595328,1,0.001,1,0.85
100,100,7,77.67405089619378,1.6965093931485882,1045.2187313526908,53.60815120563804,1,0.001,1,0.85
100,100,8,77.05287888509906,1.284602820163802,3131.007868681382,59.86535168437062,1,0.001,1,0.85
100,100,9,49.595332066522104,3.19665654040294,1044.566522145661,59.67065970121689,1,0.001,1,0.85
100,100,9,58.52936069918076,1.7824390455215602,3150.794035917371,58.95766660550621,1,0.001,1,0.85
100,100,10,53.40991736763987,1.102596743800437,3160.687121645531,60.21736409523834,1,0.001,1,0.85
100,100,9,87.59539313388896,3.0740022440349213,3170.5802087687316,57.411065441318826,1,0.001,1,0.85
100,100,8,95.47027116173115,3.4866595229819928,1437.7348026174413,57.478107451592265,1,0.001,1,0.85
100,100,12,74.2043410787675,1.8161418865342702,3190.366387165661,56.406627467895426,1,0.001,1,0.85
100,100,10,25.207968770646424,1.5396707624240071,1446.7339939641793,54.55848464419025,1,0.001,1,0.85
100,100,9,40.70344040488125,0.937529217925882,3210.152571039853,55.17024145142004,1,0.001,1,0.85
100,100,8,74.96878670329522,1.1679404226571464,3220.0456650098877,51.70795825564596,1,0.001,1,0.85
100,100,8,41.40385718667983,2.4638317081040553,3229.9387603241503,61.24316162396836,1,0.001,1,0.85
100,100,8,78.63761937083105,2.9372341271657065,1463.8274026217844,52.89142806673658,1,0.001,1,0.85
100,100,9,64.9439805473857,1.1023087645931944,1469.2321049359703,61.85352628096318,1,0.001,1,0.85
100,100,9,39.271532680970815,1.6687821654281225,3259.6180542504153,56.69874069680475,1,0.001,1,0.85
100,100,9,97.39710820049066,1.7472571513050585,3269.5111548600953,59.58861087664047,1,0.001,1,0.85
100,100,9,51.09138623274524,2.784069852337301,3279.4042567736387,62.068004291043685,1,0.001,1,0.85
100,100,9,66.39275121311034,2.9654872531440106,1487.2307270752726,67.20977742191016,1,0.001,1,0.85
100,100,8,56.320666254215936,2.815415933035423,3299.1904644809706,60.300804313939864,1,0.001,1,0.85
100,100,8,67.08776800551698,2.7860393076649577,1495.069513929374,67.06927398167444,1,0.001,1,0.85
100,100,7,40.03178355286514,5.46359555765574,1499.5327004131577,66.90765317302638,1,0.001,1,0.85
100,100,7,36.606354276315265,1.5907002839139346,3328.8697856267863,65.41580865817983,1,0.001,1,0.85
100,100,7,24.087775621341628,1.6691082218603177,3338.762895200951,65.8323367216623,1,0.001,1,0.85
100,100,7,58.951059205589516,0.704195540905965,1514.2288759344856,62.82611233652362,1,0.001,1,0.85
100,100,7,44.050412463350504,2.9909386468292665,3358.549118092924,62.91478529606721,1,0.001,1,0.85
100,100,7,77.19341303552291,2.563180006406788,1523.2283150345206,59.72154897355677,1,0.001,1,0.85
100,100,8,40.5035175910084,1.686376615147264,3378.335345927582,52.40216441723746,1,0.001,1,0.85
100,100,7,69.4655940938423,0.7108012384080754,3388.2284616803463,57.05880302316012,1,0.001,1,0.85
100,100,20,53.927621851573825,2.548575438795136,1536.727525192601,43.98372174331647,1,0.001,1,0.85
100,100,8,88.53407695156547,3.3470537944691516,1172.4501380631277,44.39622566643929,1,0.001,1,0.85
100,100,6,21.93709317087183,3.2650405509165212,1545.7270325045852,47.49728883703485,1,0.001,1,0.85
100,100,7,47.11901921551154,2.2247780990210595,3427.800936762258,63.6872118557786,1,0.001,1,0.85
100,100,9,43.828501228495995,1.5707312978555494,1182.6871719956239,53.10289371091721,1,0.001,1,0.85
100,100,8,46.03383652113882,2.1653173315982324,3447.5871814484053,53.72160729472401,1,0.001,1,0.85
100,100,8,20.98253952606411,2.269262096936872,1151.9964939408505,65.04114416953526,1,0.001,1,0.85
100,100,10,59.974608805379695,4.30053083266262,1192.9243014339654,55.7098988140426,1,0.001,1,0.85
100,100,8,56.975075281187635,3.107536033461885,1572.7257136138064,58.16439893146034,1,0.001,1,0.85
100,100,8,97.80583975461204,1.9262905165294932,3487.1596848395707,56.52441510770831,1,0.001,1,0.85
100,100,7,41.655648327097424,3.4287492030712463,3497.0528135693003,63.19695799002177,1,0.001,1,0.85
100,100,10,72.34993926800882,0.9982509726917452,1586.225141838865,56.19852393344431,1,0.001,1,0.85
100,100,7,84.8181222067173,3.679636977580713,3516.8390744415783,59.4842666769117,1,0.001,1,0.85
100,100,7,51.75211819421154,2.224853763428807,3526.7322065713415,59.917378737427434,1,0.001,1,0.85
100,100,7,131.4592227723344,2.2318639589913625,3536.6253398217495,65.66844107308555,1,0.001,1,0.85
100,100,9,50.359020865616145,3.564361060194345,1604.2244681784073,61.40641230011272,1,0.001,1,0.85
100,100,7,79.19162533655408,1.5800949145649277,1608.724315367675,56.69153431473659,1,0.001,1,0.85
100,100,7,14.482472495969912,1.7435906413363669,1227.0487352814948,58.63986688823525,1,0.001,1,0.85
100,100,7,43.356351865895505,1.61396954418567,3576.1978839053586,51.45986481543136,1,0.001,1,0.85
100,100,8,86.32155353133658,3.999144266899291,1622.2238938320515,61.909220664124064,1,0.001,1,0.85
100,100,7,28.69306958478331,2.704176459785616,1626.7237655058198,61.797470356248034,1,0.001,1,0.85
100,100,17,66.68900311104754,1.4423478366213438,1631.2236432165696,50.20184936245615,1,0.001,1,0.85
100,100,8,19.47943975332557,1.1548062905659866,1633.4312893414522,59.03909386810183,1,0.001,1,0.85
100,100,7,52.7167649287002,2.428245050399134,1637.8946695570312,63.67649150238836,1,0.001,1,0.85
100,100,8,75.36703346052357,1.9139511945318515,1644.7233122415544,59.91534765037458,1,0.001,1,0.85
100,100,6,66.10694044425323,1.6539246436810038,3645.449877785275,66.08455796990721,1,0.001,1,0.85
100,100,7,43.37515131009097,3.296020351469555,3655.3430240097377,61.09641548350104,1,0.001,1,0.85
100,100,7,56.558944485240175,1.6464655170860996,1227.6961142936568,63.519836579682774,1,0.001,1,0.85
100,100,8,54.691039794217865,4.7380039016463735,3675.1293195825942,65.67317592501443,1,0.001,1,0.85
100,100,7,75.49402651052635,1.812939872475304,3685.0224689197867,75.30325299221738,1,0.001,1,0.85
100,100,8,56.5642189343788,1.232429670701641,3694.9156192834294,71.9130200217105,1,0.001,1,0.85
100,100,7,56.6916379902989,0.137324740024244,3704.8087706680335,70.72666978447862,1,0.001,1,0.85
100,100,8,29.495316267330963,0.6512117189333482,3714.7019230681535,71.72608436252656,1,0.001,1,0.85
100,100,7,43.24028961956202,3.4198123821174535,1685.2226348489576,75.19930698121077,1,0.001,1,0.85
100,100,7,49.65320729534261,1.2005464414150724,1689.7225881237837,71.44162068256165,1,0.001,1,0.85
100,100,8,70.31238482967444,3.4134789562959504,3744.381386307822,75.26562265255338,1,0.001,1,0.85
100,100,9,52.11317876771221,1.192248726942994,1247.9309217925534,74.39349436688876,1,0.001,1,0.85
100,100,9,121.00202922729932,1.7645769433361984,3764.1677001139806,74.16925168798159,1,0.001,1,0.85
100,100,7,58.967538803552,1.8547063253967768,1704.846040385262,75.58641817258496,1,0.001,1,0.85
100,100,10,25.321658735162448,1.8135328406642075,3783.954017855176,72.1501847693467,1,0.001,1,0.85
100,100,7,59.620294083785524,2.5889759777326673,3793.8471781885646,71.5108248472431,1,0.001,1,0.85
100,100,7,98.86213656061602,2.6642753713149547,1718.2364597662825,75.84221378090618,1,0.001,1,0.85
100,100,11,37.1158251759818,2.3949888137926827,1725.722413364604,77.47447862640618,1,0.001,1,0.85
100,100,8,37.65839385829452,1.6853937132809937,1727.1634319786906,73.48415786463714,1,0.001,1,0.85
100,100,8,77.70263051382122,3.79269165355651,1734.7224239116078,75.32542555683901,1,0.001,1,0.85
100,100,7,88.88802420056652,3.5272371654465458,3843.3129942812448,73.13654793742941,1,0.001,1,0.85
100,100,8,102.82332125197223,3.201593805344406,3853.206160349813,71.647910597523,1,0.001,1,0.85
100,100,8,104.69263000263713,1.879309531385713,3863.0993273569034,72.02476010256811,1,0.001,1,0.85
100,100,7,75.877910927645,1.0690133709802792,1291.1874398666494,63.32331678155231,1,0.001,1,0.85
100,100,8,105.42294657586275,1.9033609606510264,1753.9444708835192,60.85473648465941,1,0.001,1,0.85
100,100,8,47.16593915287197,2.7854693893355598,3892.7788339610747,74.4664752725203,1,0.001,1,0.85
100,100,7,62.58534091030603,1.4742881185359626,1307.3313570566593,71.81393327783765,1,0.001,1,0.85
100,100,7,53.35947840290693,9.906015611917356,1770.7226764177262,70.3732485365544,1,0.001,1,0.85
100,100,10,102.15853338216327,5.695297595641696,3922.4583488412527,72.6234608595409,1,0.001,1,0.85
100,100,8,42.178788901588206,3.3888372419646804,3932.3515222859464,76.07726593046482,1,0.001,1,0.85
100,100,7,82.77585026480016,5.248484931234463,3942.2446966320567,65.5205439748019,1,0.001,1,0.85
100,100,7,78.83984429718556,5.186207220568569,3952.1378718751184,72.73589719693048,1,0.001,1,0.85
100,100,7,28.707889217816987,4.920557830848551,1793.2230008307756,71.67770176509298,1,0.001,1,0.85
100,100,8,32.98543474316504,6.261842407961774,3971.9242250344178,68.54379489599333,1,0.001,1,0.85
100,100,8,62.05995194801637,6.629394347057188,1802.223165587265,66.75511344695516,1,0.001,1,0.85
100,100,7,72.25904335904113,2.1289421286484673,1806.723255364049,65.10083711021598,1,0.001,1,0.85
100,100,8,56.06537159036742,9.72226193804756,1811.22335004018,71.68003750486763,1,0.001,1,0.85
100,100,7,54.22450310235336,3.3165408124650995,1815.723449590958,76.320068047851,1,0.001,1,0.85
100,100,9,48.808487569646786,3.146528288801423,1816.4342488806838,71.20969268650259,1,0.001,1,0.85
100,100,7,90.69263616952722,5.227125201111903,4031.283305577933,68.67845836097084,1,0.001,1,0.85
100,100,6,43.979375630879964,2.904868572967697,4041.176488695035,71.322847940738,1,0.001,1,0.85
100,100,8,84.46362171406028,6.9575105965612964,4051.0696726656643,76.01352138575203,1,0.001,1,0.85
100,100,7,29.15592788154516,3.5734146824749065,1834.2886409237599,74.85527094668052,1,0.001,1,0.85
100,100,7,84.2259997556246,3.94963134287242,4070.8560431511305,71.54759681504439,1,0.001,1,0.85
100,100,7,59.63187955365197,2.777443567368073,1847.2242809479762,73.09353320979537,1,0.001,1,0.85
100,100,8,92.6275313515624,2.971930992067053,4090.642417001656,78.61027043677176,1,0.001,1,0.85
100,100,8,89.05428677180893,2.3064526610418077,4100.535605178567,79.61131667809711,1,0.001,1,0.85
100,100,7,62.402644047968785,2.15217591569702,4110.42879418448,77.5082102807213,1,0.001,1,0.85
100,100,8,62.99189486496216,5.672988038164818,1861.0703649643792,78.27040818275925,1,0.001,1,0.85
100,100,13,86.2865995693216,8.666104685956267,4130.215174667323,78.943623648271,1,0.001,1,0.85
100,100,7,63.48144147908292,4.408606100609419,4140.108366136297,78.433530760576,1,0.001,1,0.85
100,100,7,58.48100560071971,1.6202955651218092,4150.0015584184775,81.5750293772234,1,0.001,1,0.85
100,100,8,25.930513239659817,3.7074660385459604,4159.8947515100635,73.40936279804389,1,0.001,1,0.85
100,100,8,61.443239727708736,4.8767153831772,1883.3885900016853,73.84759836427637,1,0.001,1,0.85
100,100,8,109.46513462902558,3.3497680692031007,4179.681140106159,76.98152176341634,1,0.001,1,0.85
100,100,7,58.01385098001549,2.6459860325090565,1896.7260485717075,68.96504032007172,1,0.001,1,0.85
100,100,7,74.57938325206482,3.023778623298102,1896.7795769437362,70.4827437166567,1,0.001,1,0.85
100,100,9,59.681673952121294,1.140611337724761,1448.8794216497365,72.20235845393637,1,0.001,1,0.85
100,100,7,111.24988250967228,3.894457308098987,1910.226625247146,77.09607402339337,1,0.001,1,0.85
100,100,9,40.113491208558344,6.099056589382222,1910.1706021551647,78.08100092212956,1,0.001,1,0.85
100,100,7,80.35904775493357,8.910865892672382,1919.227031654892,76.67827443484111,1,0.001,1,0.85
100,100,8,88.71496281005132,6.536735722717423,4248.93352512926,77.66659396528034,1,0.001,1,0.85
100,100,7,132.38561864813371,2.7345703582152083,4258.826726106981,78.4400375945429,1,0.001,1,0.85
100,100,10,56.13074671452732,4.849990630808636,1932.7276737936559,77.5836537606456,1,0.001,1,0.85
100,100,7,59.01025702780162,5.00886580927456,4278.613130364638,72.1629585588579,1,0.001,1,0.85
100,100,8,74.12412501414411,6.576383812444597,1476.1839316063151,78.07459631884822,1,0.001,1,0.85
100,100,7,104.63249804030183,2.2550032255142107,1946.228354486492,75.27975697160413,1,0.001,1,0.85
100,100,7,43.99275102368629,3.922094852300545,1950.7285898603172,81.70157117427088,1,0.001,1,0.85
100,100,7,65.42585752273207,3.7397929771067897,4318.185947989676,73.61867039501108,1,0.001,1,0.85
100,100,8,60.70718615157268,6.520996611564014,4328.0791542732495,79.55896999118072,1,0.001,1,0.85
100,100,25,26.108584357945823,2.8832007567922746,4337.972361300864,65.1802713876739,1,0.001,1,0.85
100,100,8,86.46451399084023,2.579223829711695,1968.7295732148941,82.51960507983281,1,0.001,1,0.85
100,100,7,41.32506326400252,3.679900545675355,1973.2298294226102,62.57380848459053,1,0.001,1,0.85
100,100,7,49.5645469437393,3.6592466955825564,1463.2960165467978,83.91711306540958,1,0.001,1,0.85
100,100,8,54.383387765944676,9.738984325995299,1977.1262839030826,78.38039184053646,1,0.001,1,0.85
100,100,7,86.24782105216434,3.8624168039530753,1510.315179558903,75.65346865950727,1,0.001,1,0.85
100,100,8,57.67662536850813,4.8925320264693335,1986.0537759967972,80.12082401552306,1,0.001,1,0.85
100,100,7,134.39602569347394,1.9763150497477127,4407.224831048834,81.6516225401345,1,0.001,1,0.85
100,100,11,79.59288672311756,8.411673237729058,4417.118043909698,79.3726405050045,1,0.001,1,0.85
100,100,7,99.63882335886794,2.784544694901424,4427.0112574850145,85.37456507445755,1,0.001,1,0.85
100,100,9,69.82029135565278,3.2923487630151573,2009.23202550429,81.55623080079737,1,0.001,1,0.85
100,100,7,28.470035228398878,3.1260101680606263,1483.4266272596483,81.38867239646498,1,0.001,1,0.85
100,100,7,61.940967410889954,3.546337020393838,4456.690902465919,80.12365747435537,1,0.001,1,0.85
100,100,7,86.23136106743821,7.367792591646305,2017.3001195750371,82.50977000436899,1,0.001,1,0.85
100,100,8,103.83294971684036,7.078323143473923,4476.477335967574,84.51027645407451,1,0.001,1,0.85
100,100,7,86.18736177215665,3.8944259749854804,2031.7335275016535,86.87789316667335,1,0.001,1,0.85
100,100,7,40.561404626442624,3.383160565598002,4496.263772251832,87.50898384835656,1,0.001,1,0.85
100,100,7,100.45810051585022,4.085806549962908,4506.156991429765,85.30355380381722,1,0.001,1,0.85
100,100,7,80.4975204749127,2.650725575526147,2045.2344753709222,82.19285329354561,1,0.001,1,0.85
100,100,7,15.85106710215568,1.5128296977916076,4525.943431842063,80.57545081007535,1,0.001,1,0.85
100,100,8,82.64535891737785,7.6540227931606815,2048.546647338778,80.58913593883105,1,0.001,1,0.85
100,100,12,104.82529312007983,6.698659361954824,2053.0104517262516,81.8860545665785,1,0.001,1,0.85
100,100,7,120.31680065079044,2.6679068449373005,4555.623097557094,83.77509968090689,1,0.001,1,0.85
100,100,7,82.25873042449102,5.5923635138928915,1571.7530442656252,82.3995722489934,1,0.001,1,0.85
100,100,8,106.45839492913235,6.068323956810927,2072.2364739912364,86.766749115083,1,0.001,1,0.85
100,100,7,104.62681768279788,6.183740651039367,1578.5795965171117,85.63356888379285,1,0.001,1,0.85
100,100,8,67.82471947813555,2.4306223780882066,4595.195994567276,84.36888386872208,1,0.001,1,0.85
100,100,7,161.4647440759976,2.4438495298298206,4605.089220477399,88.51927194848133,1,0.001,1,0.85
100,100,7,93.94687669747962,2.2973763609155657,4614.982447044888,86.79399653956173,1,0.001,1,0.85
100,100,8,57.80451063123843,3.543635721981643,2094.738242183914,84.17517524549288,1,0.001,1,0.85
100,100,8,80.06916871714519,2.8764242350641145,2099.2386068323594,84.75580876376873,1,0.001,1,0.85
100,100,8,114.30978237369881,3.453712407552833,2103.7389751141077,85.88619499656147,1,0.001,1,0.85
100,100,8,86.99809407587648,0.9086392046635128,4654.555359832071,87.93412234471106,1,0.001,1,0.85
100,100,8,77.86804942661662,1.8985671592564106,4664.448589644166,87.62979127205377,1,0.001,1,0.85
100,100,8,90.5193342941393,1.7198119262467804,2111.0402333561956,94.41961055118067,1,0.001,1,0.85
100,100,7,28.78233899851513,4.140394024113958,1612.7127104322958,85.26179592647621,1,0.001,1,0.85
100,100,7,124.64227421987086,3.727280047029706,4694.128282913536,97.08989302896134,1,0.001,1,0.85
100,100,7,84.24114267118836,8.779025274304352,2124.431804977531,77.80746667420125,1,0.001,1,0.85
100,100,8,45.69404544041713,4.162695938514797,4713.914748260782,80.54095734470712,1,0.001,1,0.85
100,100,7,42.137107817849156,1.7999160925232207,1626.3661168753315,84.3047524012677,1,0.001,1,0.85
100,100,8,105.47572212173549,2.0623434205882947,2144.2424506206066,92.69151068153676,1,0.001,1,0.85
100,100,7,108.54892136135638,3.9869926429184037,2148.742854399072,90.74745366912508,1,0.001,1,0.85
100,100,9,98.49579892577856,3.619341308448051,4753.487686462554,89.12928595392383,1,0.001,1,0.85
100,100,8,23.27835988895629,4.121597163214395,2157.7436723467763,90.10022362013535,1,0.001,1,0.85
100,100,8,36.8934771030286,5.489093174416358,4773.274159275468,86.72622307157988,1,0.001,1,0.85
100,100,9,122.82565743282845,11.23820435191044,4783.167396600958,89.0260663864961,1,0.001,1,0.85
100,100,7,66.62006672004912,5.658892149566197,1605.9990132104826,90.42771225944921,1,0.001,1,0.85
100,100,7,61.62836965930742,3.8530036431954224,4802.953873077222,90.38024416189354,1,0.001,1,0.85
100,100,8,87.9875866734752,5.64743475107573,2173.534492305419,85.80996513879333,1,0.001,1,0.85
100,100,7,99.66612855890784,2.852414591282766,4822.740351970566,86.6931500280065,1,0.001,1,0.85
100,100,7,61.466121831014085,4.86866145430458,4832.633592317496,88.57516661513839,1,0.001,1,0.85
100,100,7,62.195498350232526,2.873369427013828,2186.92620304093,92.27477000139913,1,0.001,1,0.85
100,100,9,99.83209236405106,5.86392742306759,2191.3901130319086,87.05661099566706,1,0.001,1,0.85
100,100,8,92.83065275335625,7.291165660736663,4862.313316929975,88.4295914811673,1,0.001,1,0.85
100,100,7,76.29153219253658,3.23955944239643,4872.206559650034,93.70728056137011,1,0.001,1,0.85
100,100,7,114.77651853775942,3.9755785286596144,4882.099802957369,90.8737907377402,1,0.001,1,0.85
100,100,8,54.114486357388564,4.836300247160521,2216.249319342444,90.83255358961473,1,0.001,1,0.85
100,100,8,118.09015826262089,10.597107708220225,2220.749776929815,91.42568045725035,1,0.001,1,0.85
100,100,7,66.75325425490412,0.6492875334411248,4911.77953637914,92.02387900710733,1,0.001,1,0.85
100,100,7,169.8242480399659,2.2356840735785646,2229.7507018340034,79.81419460362179,1,0.001,1,0.85
100,100,7,91.65343003940811,6.174807331510667,4931.566028219964,79.22142838317293,1,0.001,1,0.85
100,100,7,85.14616660529393,1.9455446156939047,4941.459275001299,94.80786641624925,1,0.001,1,0.85
100,100,8,63.348807167425775,2.9450006858152333,4951.352522353525,80.03643722235711,1,0.001,1,0.85
100,100,11,145.15767453484756,3.2339338158544404,2247.752590199359,80.42001689566689,1,0.001,1,0.85
100,100,7,58.56911521386161,4.79955164388287,2244.9572776600626,87.97576968338734,1,0.001,1,0.85
100,100,7,112.14023743020476,7.394577847243349,4981.032267813006,95.0473434979864,1,0.001,1,0.85
100,100,8,89.32834797851977,6.217331188476265,4990.925517426298,84.54761619891507,1,0.001,1,0.85
100,100,7,101.41398698723869,6.001677923946057,2258.349137916901,86.1125550444565,1,0.001,1,0.85
100,100,9,40.67281518352164,4.879054262086404,2262.813097348344,86.72580062529065,1,0.001,1,0.85
100,100,7,73.18131062976954,5.543186876694748,2274.755517614426,84.80240408866786,1,0.001,1,0.85
100,100,8,107.48231295050805,8.067631984208871,1732.1829457842723,88.55652719300487,1,0.001,1,0.85
100,100,8,64.57417606834903,6.534800616450201,5040.3917738434775,93.45919708486271,1,0.001,1,0.85
100,100,7,84.78188491437142,1.3448233570797776,5050.285026781763,94.93816883322785,1,0.001,1,0.85
100,100,11,59.33350367212492,1.982536835876415,2292.757531305386,94.87959832452782,1,0.001,1,0.85
100,100,10,78.30229191848235,3.5400127010814373,5070.071534295992,94.73920720975886,1,0.001,1,0.85
100,100,7,131.14247765165615,2.569714489179481,2301.7585564849132,94.93033785548516,1,0.001,1,0.85
100,100,9,90.60526554040783,4.260399896712449,2306.259073616753,90.96424205679975,1,0.001,1,0.85
100,100,8,109.98280155277456,5.706367943715064,2310.759593760696,94.22105372715811,1,0.001,1,0.85
100,100,9,93.83003586909936,8.179410660242231,5109.644555814797,98.31962106541616,1,0.001,1,0.85
100,100,8,140.343254528097,9.366940061334075,2311.916845643845,90.97561547880817,1,0.001,1,0.85
100,100,9,65.40806616085408,4.4524506897259615,5129.431069785407,99.57376953757817,1,0.001,1,0.85
100,100,10,63.13124712723424,6.92598290766893,2320.8448375079006,99.13605984960064,1,0.001,1,0.85
100,100,10,66.77507051387411,6.655291456201057,5149.217585875142,94.97652237054739,1,0.001,1,0.85
100,100,8,54.597818558664315,6.614992461490179,2337.7627772255646,98.1802222955821,1,0.001,1,0.85
100,100,11,117.0929786361639,5.507173238466801,5169.004104068005,99.8821479462233,1,0.001,1,0.85
100,100,9,30.952055870081747,4.791847811662201,5178.8973639481155,97.57686451415184,1,0.001,1,0.85
100,100,9,86.5331043790253,1.249900940121613,2351.264408689264,101.03877318236928,1,0.001,1,0.85
100,100,9,42.76000583634834,7.741534066980341,5198.683885265773,99.28349611758374,1,0.001,1,0.85
100,100,7,35.75565344940398,4.756643766690185,2360.2655108420736,102.99371750575416,1,0.001,1,0.85
100,100,9,89.03193425812734,5.767686355356933,5218.470408646783,102.48777967784503,1,0.001,1,0.85
100,100,9,35.48209554637683,1.985791552830665,5228.363671106137,103.17195243191887,1,0.001,1,0.85
100,100,9,127.47699694707393,4.710770279057218,2373.767185615135,104.31467316395748,1,0.001,1,0.85
100,100,8,126.11327530279968,7.5708794342818795,5248.150197552843,100.49378550434372,1,0.001,1,0.85
100,100,8,38.53278823183501,2.6994414136187737,5258.043461536352,97.29076884854925,1,0.001,1,0.85
100,100,16,82.39676722673204,3.5733376822409766,2387.2688859808413,95.75619830364664,1,0.001,1,0.85
100,100,7,83.27063317423566,3.547448424443327,2383.341093690649,95.28029974849657,1,0.001,1,0.85
100,100,7,51.79124282773806,5.0069363981451325,5287.723256504821,101.46597052641965,1,0.001,1,0.85
100,100,8,126.20831192985824,1.4737277294882447,2392.2691740135774,99.61154722727798,1,0.001,1,0.85
100,100,7,80.99001731172214,3.2079516029336625,5307.509788979963,102.01829764439873,1,0.001,1,0.85
100,100,7,32.299279338030225,3.7186548839670794,2409.7717760213013,100.56083371619931,1,0.001,1,0.85
100,100,8,48.14966452914379,1.9281566578632916,5327.2963234345725,99.97163272351709,1,0.001,1,0.85
100,100,7,110.56374513712007,2.6988945286645425,5337.189591399578,99.0517048619752,1,0.001,1,0.85
100,100,8,63.45272207255572,3.5883045733405674,5347.082859853961,93.34577459290405,1,0.001,1,0.85
